sampleID,antigen,FMedian,replicate
J0120,MSP1Block23D7repeat,12595,1
J0120,MSP1Block2Wellcomerepeat,7805,1
J0120,Surfin4.2K1A,3380,2
J0120,Surfin4.23D7A,14324,2
J0120,MSPDBL2N-terminal,15850,2
J0120,MSP1Block2R033,13982,2
J0120,MSPDBL2C-terminal,17455,2
J0120,Surfin4.23D7B,6950,2
J0120,MSP1Block23D7repeat,16265,2
J0120,MSP1Block2Wellcomerepeat,8794,2
J0120,Surfin4.2K1A,2672,3
J0120,Surfin4.23D7A,14639,3
J0120,MSPDBL2N-terminal,13399,3
J0120,MSP1Block2R033,12357,3
J0120,MSPDBL2C-terminal,14221,3
J0120,Surfin4.23D7B,3571,3
J0120,MSP1Block23D7repeat,19484,3
J0120,MSP1Block2Wellcomerepeat,10559,3
J0120,CommercialHumanIgG,65535,1
J0120,CommercialHumanIgG,65535,2
J0120,CommercialHumanIgG,65535,3
J0121,MSP3.6,13394,1
J0121,ETRAMP10.2,6661,1
J0121,GAMA,28088,1
J0121,MSRP4,65535,1
J0121,MSP4,65535,1
J0121,RAMA,49695,1
J0121,ASP,36656,1
J0121,MSP3.6,13217,2
J0121,ETRAMP10.2,7089,2
J0121,GAMA,29375,2
J0121,MSRP4,65535,2
J0121,MSP4,65535,2
J0121,RAMA,48021,2
J0121,ASP,42098,2
J0121,MSP3.6,9719,3
J0121,ETRAMP10.2,5555,3
J0121,GAMA,23378,3
J0121,MSRP4,62779,3
J0121,MSP4,65535,3
J0121,RAMA,44881,3
J0121,ASP,34483,3
J0121,PFD1130W,4189,1
J0121,EBA140,2728,1
J0121,MSRP2,65535,1
J0121,MSRP5,4102,1
J0121,P34,4799,1
J0121,MSP8,22455,1
J0121,P12,8896,1
J0121,MSP6,26752,1
J0121,PFD1130W,4285,2
J0121,EBA140,2196,2
J0121,MSRP2,65535,2
J0121,MSRP5,5109,2
J0121,P34,4919,2
J0121,MSP8,25697,2
J0121,P12,9788,2
J0121,MSP6,28067,2
J0121,PFD1130W,3883,3
J0121,EBA140,1508,3
J0121,MSRP2,64615,3
J0121,MSRP5,2238,3
J0121,P34,4563,3
J0121,MSP8,18656,3
J0121,P12,9801,3
J0121,MSP6,22727,3
J0121,PF1400044,8305,1
J0121,MSP1,65535,1
J0121,RON6,7966,1
J0121,MSP9,6453,1
J0121,PTEX150,51781,1
J0121,SERA7,11283,1
J0121,MSP2,65535,1
J0121,SERA3,44244,1
J0121,PF1400044,9508,2
J0121,MSP1,65535,2
J0121,RON6,7949,2
J0121,MSP9,7182,2
J0121,PTEX150,56028,2
J0121,SERA7,11967,2
J0121,MSP2,65535,2
J0121,SERA3,46958,2
J0121,PF1400044,6337,3
J0121,MSP1,63758,3
J0121,RON6,6410,3
J0121,MSP9,6605,3
J0121,PTEX150,40479,3
J0121,SERA7,8112,3
J0121,MSP2,65535,3
