sampleID,sample_array_ID,antigen,FMedian,BGMedian,FMedianBG_correct,Block,Column,Row,replicate,iden
533,1,Buffer,11450,11142,308,2,3,22,12,KK2-17_first
533,1,Buffer,12149,11584,565,2,4,22,13,KK2-17_first
533,1,Buffer,12754,11912,842,2,5,22,14,KK2-17_first
533,1,Buffer,13535,12933,602,2,6,22,15,KK2-17_first
533,1,CommercialHumanIgG,65535,22152,43383,2,7,22,1,KK2-17_first
533,1,Landmark,65535,28754,36781,2,8,22,10,KK2-17_first
533,1,Buffer,10423,9268,1155,2,1,23,16,KK2-17_first
533,1,Buffer,10428,9277,1151,2,2,23,17,KK2-17_first
533,1,Buffer,10480,9457,1023,2,3,23,18,KK2-17_first
533,1,Buffer,10372,9739,633,2,4,23,19,KK2-17_first
