ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2017/08/29 15:50:50"
"Settings="
"GalFile=Z:\Multicenter study\gal file\gal file_4`.gal"
"PixelSize=10"
"Wavelengths=635"
"ImageFiles=Z:\Multicenter study\28_08-2017\datascan_28-8\KK2-18.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/594)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=1720, 830"
"Creator=GenePix Pro 7.3.0.0"
"Scanner=GenePix 4300 [141110]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=400"
"ScanPower=100"
"LaserPower=0.65"
"Filters=Standard Red"
"ScanRegion=0,0,2200,7200"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/594)"	"Ratio of Means (635/594)"	"Median of Ratios (635/594)"	"Mean of Ratios (635/594)"	"Ratios SD (635/594)"	"Rgn Ratio (635/594)"	"Rgn R2 (635/594)"	"Log Ratio (635/594)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/594)"	"Sum of Means (635/594)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	7	4	13	"PF3D7_1025300"	"1D11"	2890	12900	150	1547	1548	91	5	1467	1467	1846	2159	116	0	0	0	241561	-0.138	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	80	81	80	81	156	872	100	1252
0	0	0	7	5	13	"PF3D7_0925900"	"1F11"	3120	12900	150	6289	10427	13871	133	1447	1447	1564	423	27	88	85	2	1626556	20.953	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4842	8980	4842	8980	156	872	100	1253
0	0	0	7	6	13	"PF3D7_0831400"	"1B7"	3350	12900	150	16330	17221	13130	76	1428	1428	1553	699	45	89	85	1	2686435	22.415	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	14902	15793	14902	15793	156	872	100	1254
0	0	0	7	7	13	"PF3D7_0730800.2"	"1H7"	3580	12900	150	65535	56034	20115	35	1534	1534	2197	4277	194	95	90	75	8741367	12.588	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	64001	54500	64001	54500	156	872	100	1255
0	0	0	7	8	13	"PF3D7_1407800 (PM4)"	"1D9"	3810	12900	150	1814	2912	4607	158	1530	1530	1769	1348	76	13	12	0	454252	0.848	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	284	1382	284	1382	156	854	100	1256
0	0	0	7	1	14	"PF3D7_0525800 (IMC1g)"	"1F7"	2200	13130	150	23028	21978	10398	47	1460	1460	1503	375	24	100	100	0	3428511	54.600	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	21568	20518	21568	20518	156	972	100	1257
0	0	0	7	2	14	"PF3D7_1460600 (ISP3)"	"1B9"	2430	13130	150	15337	17119	9396	54	1444	1444	1470	334	22	100	100	0	2670563	46.853	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	13893	15675	13893	15675	156	872	100	1258
0	0	0	7	3	14	"PF3D7_1455300"	"1H9"	2660	13130	150	10015	12490	10616	84	1411	1411	1440	353	24	96	93	0	1948454	31.303	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8604	11079	8604	11079	156	872	100	1259
0	0	0	7	4	14	"PF3D7_1025300"	"1D11"	2890	13130	150	1315	1338	161	12	1339	1339	1412	528	37	1	1	0	208707	-0.140	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-24	-1	-24	-1	156	872	100	1260
0	0	0	7	5	14	"PF3D7_0925900"	"1F11"	3120	13130	150	5862	7103	4883	68	1277	1277	1327	414	31	98	95	0	1108075	13.952	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4585	5826	4585	5826	156	872	100	1261
0	0	0	7	6	14	"PF3D7_0831400"	"1B7"	3350	13130	150	13766	14126	8506	60	1265	1265	1300	235	18	97	94	0	2203712	54.579	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12501	12861	12501	12861	156	872	100	1262
0	0	0	7	7	14	"PF3D7_0730800.2"	"1H7"	3580	13130	150	65535	59228	15608	26	1441	1441	2037	4171	204	100	98	79	9239490	13.712	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	64094	57787	64094	57787	156	872	100	1263
0	0	0	7	8	14	"PF3D7_1407800 (PM4)"	"1D9"	3810	13130	150	1944	2436	1470	60	1675	1675	1790	1259	70	13	8	0	379991	0.513	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	269	761	269	761	156	854	100	1264
0	0	0	7	1	15	"PF3D7_0525800 (IMC1g)"	"1F7"	2200	13360	150	23423	22509	11934	53	1420	1420	1491	740	49	99	97	1	3511402	28.403	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	22003	21089	22003	21089	156	972	100	1265
0	0	0	7	2	15	"PF3D7_1460600 (ISP3)"	"1B9"	2430	13360	150	17004	16329	8004	49	1433	1433	1479	679	45	100	99	0	2547256	21.870	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	15571	14896	15571	14896	156	872	100	1266
0	0	0	7	3	15	"PF3D7_1455300"	"1H9"	2660	13360	150	9868	12083	11302	93	1426	1426	1443	207	14	99	96	1	1884881	51.401	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8442	10657	8442	10657	156	872	100	1267
0	0	0	7	4	15	"PF3D7_1025300"	"1D11"	2890	13360	150	1396	1451	299	20	1375	1375	1419	408	28	3	3	0	226404	0.078	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	21	76	21	76	156	872	100	1268
0	0	0	7	5	15	"PF3D7_0925900"	"1F11"	3120	13360	150	6540	8688	7766	89	1333	1333	1375	426	30	97	94	0	1355365	17.167	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5207	7355	5207	7355	156	872	100	1269
0	0	0	7	6	15	"PF3D7_0831400"	"1B7"	3350	13360	150	16200	15666	10864	69	1328	1328	1362	276	20	89	85	0	2443950	51.826	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	14872	14338	14872	14338	156	872	100	1270
0	0	0	7	7	15	"PF3D7_0730800.2"	"1H7"	3580	13360	150	65535	62805	8392	13	1451	1451	1622	706	43	100	100	86	9797526	86.661	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	64084	61354	64084	61354	156	872	100	1271
0	0	0	7	8	15	"PF3D7_1407800 (PM4)"	"1D9"	3810	13360	150	2094	3308	4166	125	1726	1726	1844	811	43	28	20	0	516106	1.805	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	368	1582	368	1582	156	854	100	1272
0	0	0	7	1	16	"PF3D7_0629500_SEG2"	"1F8"	2200	13590	150	65535	47914	25980	54	1239	1239	1339	734	54	92	90	63	7474625	63.454	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	64296	46675	64296	46675	156	972	100	1273
0	0	0	7	2	16	"PF3D7_1345100"	"1B10"	2430	13590	150	11849	11406	6880	60	1262	1262	1362	788	57	90	87	0	1779361	12.746	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10587	10144	10587	10144	156	872	100	1274
0	0	0	7	3	16	"PF3D7_0206200"	"1H10"	2660	13590	150	11740	12148	8164	67	1272	1272	1329	533	40	90	88	0	1895062	20.298	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10468	10876	10468	10876	156	872	100	1275
0	0	0	7	4	16	"PF3D7_1105800"	"1D12"	2890	13590	150	12075	12868	10331	80	1288	1288	1386	891	64	86	81	1	2007440	12.887	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10787	11580	10787	11580	156	872	100	1276
0	0	0	7	5	16	"PTRAMP"	"1F12"	3120	13590	150	16962	16646	11521	69	1304	1304	1529	2165	141	83	76	1	2596841	6.982	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	15658	15342	15658	15342	156	872	100	1277
0	0	0	7	6	16	"EBA181"	"1B8"	3350	13590	150	5377	5877	4117	70	1327	1327	1344	206	15	90	88	0	916765	22.005	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4050	4550	4050	4550	156	872	100	1278
0	0	0	7	7	16	"CD4 TAG"	"1H8"	3580	13590	150	5856	5386	2525	46	1366	1366	1504	566	37	85	83	0	840212	6.859	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4490	4020	4490	4020	156	872	100	1279
0	0	0	7	8	16	"SERA2"	"1D10"	3810	13590	150	48781	40843	23657	57	1512	1512	1702	842	49	91	87	14	6371515	46.486	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	47269	39331	47269	39331	156	854	100	1280
0	0	0	7	1	17	"PF3D7_0629500_SEG2"	"1F8"	2200	13820	150	65535	52090	21848	41	1149	1149	1248	436	34	100	100	63	8126066	116.610	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	64386	50941	64386	50941	156	972	100	1281
0	0	0	7	2	17	"PF3D7_1345100"	"1B10"	2430	13820	150	13549	13869	10107	72	1112	1112	1163	302	25	99	97	1	2163488	42.073	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12437	12757	12437	12757	156	872	100	1282
0	0	0	7	3	17	"PF3D7_0206200"	"1H10"	2660	13820	150	10487	10474	7396	70	1084	1084	1161	531	45	90	83	0	1633888	17.539	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9403	9390	9403	9390	156	872	100	1283
0	0	0	7	4	17	"PF3D7_1105800"	"1D12"	2890	13820	150	14675	14624	11674	79	1099	1099	1216	783	64	83	79	1	2281305	17.124	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	13576	13525	13576	13525	156	872	100	1284
0	0	0	7	5	17	"PTRAMP"	"1F12"	3120	13820	150	19698	18943	12914	68	1113	1113	1443	2305	159	88	81	1	2955154	7.592	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	18585	17830	18585	17830	156	872	100	1285
0	0	0	7	6	17	"EBA181"	"1B8"	3350	13820	150	5616	6427	6240	97	1140	1140	1402	2464	175	71	42	0	1002619	2.039	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4476	5287	4476	5287	156	872	100	1286
0	0	0	7	7	17	"CD4 TAG"	"1H8"	3580	13820	150	5302	4916	2387	48	1153	1153	1490	3021	202	70	8	0	766899	1.134	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4149	3763	4149	3763	156	872	100	1287
0	0	0	7	8	17	"SERA2"	"1D10"	3810	13820	150	55953	42113	26568	63	1204	1204	1281	524	40	87	84	22	6569684	77.924	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	54749	40909	54749	40909	156	854	100	1288
0	0	0	7	1	18	"PF3D7_0629500_SEG2"	"1F8"	2200	14050	150	65535	51261	23531	45	1266	1266	1368	501	36	99	97	62	7996701	99.587	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	64269	49995	64269	49995	156	972	100	1289
0	0	0	7	2	18	"PF3D7_1345100"	"1B10"	2430	14050	150	14457	14774	9814	66	1130	1130	1198	369	30	97	93	0	2304686	36.791	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	13327	13644	13327	13644	156	872	100	1290
0	0	0	7	3	18	"PF3D7_0206200"	"1H10"	2660	14050	150	11451	13309	10699	80	1057	1057	1087	193	17	96	91	1	2076261	63.326	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10394	12252	10394	12252	156	872	100	1291
0	0	0	7	4	18	"PF3D7_1105800"	"1D12"	2890	14050	150	13418	12991	9099	70	1041	1041	1163	790	67	82	79	0	2026565	14.972	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12377	11950	12377	11950	156	872	100	1292
0	0	0	7	5	18	"PTRAMP"	"1F12"	3120	14050	150	20822	20999	14372	68	1025	1025	1186	925	77	96	90	2	3275896	21.419	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	19797	19974	19797	19974	156	872	100	1293
0	0	0	7	6	18	"EBA181"	"1B8"	3350	14050	150	5737	7638	8757	114	1009	1009	1152	1243	107	76	69	0	1191463	5.218	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4728	6629	4728	6629	156	872	100	1294
0	0	0	7	7	18	"CD4 TAG"	"1H8"	3580	14050	150	5590	5023	2198	43	1001	1001	1396	3068	219	75	11	0	783512	1.182	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4589	4022	4589	4022	156	872	100	1295
0	0	0	7	8	18	"SERA2"	"1D10"	3810	14050	150	52792	41821	25497	60	1035	1035	1130	449	39	91	88	29	6524103	90.626	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	51757	40786	51757	40786	156	854	100	1296
0	0	0	7	1	19	"MSP1 Block 2 K1 flank"	"1N7"	2200	14280	150	65535	53890	21693	40	1750	1750	1926	733	38	99	96	71	8406917	70.892	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63785	52140	63785	52140	156	972	100	1297
0	0	0	7	2	19	"MSP1 Block 2 Wellcome full"	"1J9"	2430	14280	150	46640	41534	22372	53	1710	1710	1712	590	34	93	92	9	6479293	67.495	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	44930	39824	44930	39824	156	872	100	1298
0	0	0	7	3	19	"MSP1 Block 2 MAD20 full"	"1P9"	2660	14280	150	20272	19836	12202	61	1572	1572	1525	456	29	93	91	1	3094431	40.156	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	18700	18264	18700	18264	156	872	100	1299
0	0	0	7	4	19	"MSP3 K1"	"1L11"	2890	14280	150	3053	4813	7054	146	1289	1289	1376	589	42	71	62	1	750863	5.835	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1764	3524	1764	3524	156	872	100	1300
0	0	0	7	5	19	"MSP DBL C-terminal"	"1N11"	3120	14280	150	33564	30265	19428	64	1151	1151	1252	630	50	90	87	3	4721386	46.052	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	32413	29114	32413	29114	156	872	100	1301
0	0	0	7	6	19	"Surfin 4.2 K1"	"1J7"	3350	14280	150	12451	12991	9810	75	1052	1052	1114	234	21	90	87	0	2026543	50.756	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11399	11939	11399	11939	156	872	100	1302
0	0	0	7	7	19	"MSP DBL N-terminal"	"1P7"	3580	14280	150	27903	26305	14939	56	1057	1057	1299	2356	181	86	82	0	4103520	10.614	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	26846	25248	26846	25248	156	872	100	1303
0	0	0	7	8	19	"Surfin 4.2 Conserved"	"1L9"	3810	14280	150	23902	22028	15332	69	1105	1105	1470	3108	211	76	71	1	3436407	6.615	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	22797	20923	22797	20923	156	854	100	1304
0	0	0	7	1	20	"MSP1 Block 2 K1 flank"	"1N7"	2200	14510	150	65535	56504	18303	32	1884	1884	2064	716	34	100	100	73	8814650	76.034	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63651	54620	63651	54620	156	972	100	1305
0	0	0	7	2	20	"MSP1 Block 2 Wellcome full"	"1J9"	2430	14510	150	56856	46741	21129	45	1837	1837	1936	575	29	99	97	22	7291529	77.922	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	55019	44904	55019	44904	156	872	100	1306
0	0	0	7	3	20	"MSP1 Block 2 MAD20 full"	"1P9"	2660	14510	150	29880	27791	14256	51	1673	1673	1732	444	25	99	97	2	4335318	58.691	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	28207	26118	28207	26118	156	872	100	1307
0	0	0	7	4	20	"MSP3 K1"	"1L11"	2890	14510	150	3271	5058	5689	112	1505	1505	1552	264	17	83	74	0	789063	13.280	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1766	3553	1766	3553	156	872	100	1308
0	0	0	7	5	20	"MSP DBL C-terminal"	"1N11"	3120	14510	150	35777	30660	20758	67	1444	1444	1525	600	39	85	83	3	4782964	48.558	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	34333	29216	34333	29216	156	872	100	1309
0	0	0	7	6	20	"Surfin 4.2 K1"	"1J7"	3350	14510	150	14099	13306	8878	66	1464	1464	1528	720	47	83	80	0	2075801	16.358	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12635	11842	12635	11842	156	872	100	1310
0	0	0	7	7	20	"MSP DBL N-terminal"	"1P7"	3580	14510	150	35272	31841	21671	68	1547	1547	1721	2360	137	79	76	2	4967169	12.763	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	33725	30294	33725	30294	156	872	100	1311
0	0	0	7	8	20	"Surfin 4.2 Conserved"	"1L9"	3810	14510	150	26114	23759	17367	73	1442	1442	1812	3103	171	72	69	1	3706326	7.073	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	24672	22317	24672	22317	156	854	100	1312
0	0	0	7	1	21	"MSP1 Block 2 K1 flank"	"1N7"	2200	14740	150	65535	57564	16612	28	2042	2042	3489	3861	110	99	99	73	8979910	14.005	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63493	55522	63493	55522	156	972	100	1313
0	0	0	7	2	21	"MSP1 Block 2 Wellcome full"	"1J9"	2430	14740	150	58394	45939	24158	52	1743	1743	2298	1826	79	88	87	31	7166494	23.900	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	56651	44196	56651	44196	156	872	100	1314
0	0	0	7	3	21	"MSP1 Block 2 MAD20 full"	"1P9"	2660	14740	150	26483	24733	12177	49	1524	1524	1549	248	16	100	99	0	3858415	93.484	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	24959	23209	24959	23209	156	872	100	1315
0	0	0	7	4	21	"MSP3 K1"	"1L11"	2890	14740	150	3976	6111	6541	107	1391	1391	1407	186	13	85	81	0	953239	25.290	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2585	4720	2585	4720	156	872	100	1316
0	0	0	7	5	21	"MSP DBL C-terminal"	"1N11"	3120	14740	150	36155	32344	20731	64	1386	1386	1478	582	39	88	85	3	5045687	53.034	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	34769	30958	34769	30958	156	872	100	1317
0	0	0	7	6	21	"Surfin 4.2 K1"	"1J7"	3350	14740	150	15028	13379	8560	63	1445	1445	1546	673	43	82	80	0	2087169	17.582	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	13583	11934	13583	11934	156	872	100	1318
0	0	0	7	7	21	"MSP DBL N-terminal"	"1P7"	3580	14740	150	39991	34882	22387	64	1607	1607	1711	904	52	84	83	1	5441538	36.694	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	38384	33275	38384	33275	156	872	100	1319
0	0	0	7	8	21	"Surfin 4.2 Conserved"	"1L9"	3810	14740	150	28549	25256	16298	64	1647	1647	1737	536	30	88	82	0	3939957	43.879	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	26902	23609	26902	23609	156	854	100	1320
0	0	0	7	1	22	"Landmark"	"1N8"	2200	14970	150	65535	65486	494	0	5761	5761	11224	13410	119	100	100	99	10215816	4.046	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	59774	59725	59774	59725	156	972	100	1321
0	0	0	7	2	22	"PfD1160W 18"	"1J10"	2430	14970	150	46698	38856	24021	61	2059	2059	6620	9977	150	72	68	12	6061556	3.231	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	44639	36797	44639	36797	156	872	100	1322
0	0	0	7	3	22	"PfD1160W 19"	"1P10"	2660	14970	150	6833	7012	4346	61	1570	1570	1661	556	33	90	87	0	1093922	9.624	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5263	5442	5263	5442	156	872	100	1323
0	0	0	7	4	22	"MSP2CH15019 DBL2"	"1L12"	2890	14970	150	65535	54019	21960	40	1465	1465	1792	746	41	98	96	70	8426971	70.009	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	64070	52554	64070	52554	156	872	100	1324
0	0	0	7	5	22	"GST"	"1N12"	3120	14970	150	3299	3688	2069	56	1446	1446	1950	2506	128	30	9	0	575365	0.694	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1853	2242	1853	2242	156	872	100	1325
0	0	0	7	6	22	"Buffer"	"1J8"	3350	14970	150	1301	1652	1702	103	1315	1315	1533	2433	158	3	2	0	257732	0.049	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-14	337	-14	337	156	872	100	1326
0	0	0	7	7	22	"Buffer"	"1P8"	3580	14970	150	8822	8989	3919	43	1307	1307	1449	972	67	93	88	0	1402296	7.757	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7515	7682	7515	7682	156	872	100	1327
0	0	0	7	8	22	"Buffer"	"1L10"	3810	14970	150	1366	1396	276	19	1362	1362	1486	686	46	3	1	0	217814	-0.131	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4	34	4	34	156	854	100	1328
0	0	0	7	1	23	"Landmark"	"1N8"	2200	15200	150	65535	65281	1601	2	9980	9980	15370	15250	99	100	100	94	10183789	3.273	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	55555	55301	55555	55301	156	972	100	1329
0	0	0	7	2	23	"PfD1160W 18"	"1J10"	2430	15200	150	52148	40676	24686	60	3049	3049	9181	12547	136	70	65	21	6345402	2.510	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	49099	37627	49099	37627	156	872	100	1330
0	0	0	7	3	23	"PfD1160W 19"	"1P10"	2660	15200	150	14983	14912	10449	70	1601	1601	1828	1410	77	87	81	1	2326207	9.279	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	13382	13311	13382	13311	156	872	100	1331
0	0	0	7	4	23	"MSP2CH15019 DBL2"	"1L12"	2890	15200	150	65535	44484	28088	63	2011	2011	2764	4520	163	76	72	58	6939506	9.230	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63524	42473	63524	42473	156	872	100	1332
0	0	0	7	5	23	"GST"	"1N12"	3120	15200	150	3718	4780	4294	89	1938	1938	2473	4066	164	24	7	0	745740	0.567	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1780	2842	1780	2842	156	872	100	1333
0	0	0	7	6	23	"Buffer"	"1J8"	3350	15200	150	1388	1393	139	9	1337	1337	1726	3663	212	0	0	0	217309	-0.091	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	51	56	51	56	156	872	100	1334
0	0	0	7	7	23	"Buffer"	"1P8"	3580	15200	150	4651	4364	2293	52	1308	1308	1539	2599	168	63	21	0	680842	1.087	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3343	3056	3343	3056	156	872	100	1335
0	0	0	7	8	23	"Buffer"	"1L10"	3810	15200	150	1389	1424	281	19	1315	1315	1367	602	44	1	1	0	222072	0.095	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	74	109	74	109	156	854	100	1336
0	0	0	7	1	24	"Landmark"	"1N8"	2200	15430	150	65535	65374	931	1	6503	6503	11540	11737	101	100	100	96	10198282	4.587	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	59032	58871	59032	58871	156	1072	100	1337
0	0	0	7	2	24	"PfD1160W 18"	"1J10"	2430	15430	150	49183	38761	25317	65	2300	2300	7369	11482	155	69	65	18	6046757	2.734	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	46883	36461	46883	36461	156	972	100	1338
0	0	0	7	3	24	"PfD1160W 19"	"1P10"	2660	15430	150	13082	11793	4995	42	1511	1511	1973	3938	199	84	71	0	1839641	2.494	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11571	10282	11571	10282	156	972	100	1339
0	0	0	7	4	24	"MSP2CH15019 DBL2"	"1L12"	2890	15430	150	65535	49387	25370	51	2069	2069	2791	4542	162	83	81	67	7704329	10.259	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63466	47318	63466	47318	156	972	100	1340
0	0	0	7	5	24	"GST"	"1N12"	3120	15430	150	4025	4399	2296	52	2010	2010	2201	1660	75	60	19	0	686191	1.324	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2015	2389	2015	2389	156	972	100	1341
0	0	0	7	6	24	"Buffer"	"1J8"	3350	15430	150	1349	1524	1067	70	1280	1280	1622	3478	214	1	1	0	237676	-0.028	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	69	244	69	244	156	972	100	1342
0	0	0	7	7	24	"Buffer"	"1P8"	3580	15430	150	5959	5377	2696	50	1243	1243	1289	398	30	85	79	0	838756	10.271	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4716	4134	4716	4134	156	972	100	1343
0	0	0	7	8	24	"Buffer"	"1L10"	3810	15430	150	1356	1356	81	5	1268	1268	1274	115	9	37	4	0	211492	0.713	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	88	88	88	88	156	954	100	1344
0	0	0	8	1	1	"SERA5"	"1E1"	4030	10150	150	65535	65535	0	0	3079	3079	4817	7800	161	100	100	100	10223460	7.784	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62456	62456	62456	62456	156	954	100	1345
0	0	0	8	2	1	"MSP11"	"1A3"	4260	10150	150	65535	65535	0	0	4805	4805	8691	12367	142	100	100	100	10223460	4.596	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60730	60730	60730	60730	156	972	100	1346
0	0	0	8	3	1	"RIPR"	"1G3"	4490	10150	150	5186	5842	2985	51	4527	4527	5780	7840	135	4	1	0	911368	0.008	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	659	1315	659	1315	156	972	100	1347
0	0	0	8	4	1	"SPATR"	"1C5"	4720	10150	150	29944	32972	12173	36	1965	1965	2437	1079	44	100	100	0	5143700	28.299	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	27979	31007	27979	31007	156	972	100	1348
0	0	0	8	5	1	"MSP3"	"1E5"	4950	10150	150	65535	61111	6313	10	1894	1894	2371	2652	111	100	100	52	9533337	22.149	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63641	59217	63641	59217	156	972	100	1349
0	0	0	8	6	1	"PF3D7_1136200"	"1A1"	5180	10150	150	24984	29085	10704	36	2265	2265	2684	2619	97	100	100	0	4537328	10.081	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	22719	26820	22719	26820	156	972	100	1350
0	0	0	8	7	1	"PFSEA"	"1G1"	5410	10150	150	65535	65495	505	0	2473	2473	3954	6086	153	100	100	99	10217148	10.112	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63062	63022	63062	63022	156	972	100	1351
