ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2017/08/29 15:50:50"
"Settings="
"GalFile=Z:\Multicenter study\gal file\gal file_4`.gal"
"PixelSize=10"
"Wavelengths=635"
"ImageFiles=Z:\Multicenter study\28_08-2017\datascan_28-8\KK2-18.tif 0"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/594)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=1720, 830"
"Creator=GenePix Pro 7.3.0.0"
"Scanner=GenePix 4300 [141110]"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=400"
"ScanPower=100"
"LaserPower=0.65"
"Filters=Standard Red"
"ScanRegion=0,0,2200,7200"
"ScanArea=1"
"Supplier="
"Flags"	"Normalize"	"Autoflag"	"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F635 Median"	"F635 Mean"	"F635 SD"	"F635 CV"	"B635"	"B635 Median"	"B635 Mean"	"B635 SD"	"B635 CV"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"F635 Total Intensity"	"SNR 635"	"Ratio of Medians (635/594)"	"Ratio of Means (635/594)"	"Median of Ratios (635/594)"	"Mean of Ratios (635/594)"	"Ratios SD (635/594)"	"Rgn Ratio (635/594)"	"Rgn R2 (635/594)"	"Log Ratio (635/594)"	"F635 Median - B635"	"F635 Mean - B635"	"Sum of Medians (635/594)"	"Sum of Means (635/594)"	"F Pixels"	"B Pixels"	"Circularity"	"Index"
0	0	0	23	4	24	"MSP2CH15019 DBL2"	"1L12"	16850	33450	150	35442	30293	21471	70	1915	1915	2506	2344	93	74	72	0	4725745	11.855	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	33527	28378	33527	28378	156	972	100	4412
0	0	0	23	5	24	"GST"	"1N12"	17080	33450	150	10400	9746	5139	52	1967	1967	2507	1555	62	81	73	0	1520434	4.655	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8433	7779	8433	7779	156	972	100	4413
0	0	0	23	6	24	"Buffer"	"1J8"	17310	33450	150	1739	1795	312	17	1812	1812	1913	743	38	3	1	0	280007	-0.159	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-73	-17	-73	-17	156	972	100	4414
0	0	0	23	7	24	"Buffer"	"1P8"	17540	33450	150	2028	2033	155	7	1871	1871	1976	733	37	0	0	0	317082	0.078	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	157	162	157	162	156	972	100	4415
0	0	0	23	8	24	"Buffer"	"1L10"	17770	33450	150	1933	1934	81	4	1957	1957	2070	413	19	0	0	0	301779	-0.329	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-24	-23	-24	-23	156	954	100	4416
0	0	0	24	1	1	"SERA5"	"1E1"	17990	28170	150	12485	14496	7396	51	1402	1402	1732	2242	129	100	98	0	2261438	5.693	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11083	13094	11083	13094	156	954	100	4417
0	0	0	24	2	1	"MSP11"	"1A3"	18220	28170	150	29720	33982	12800	37	1426	1426	1671	1651	98	100	100	2	5301181	19.571	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	28294	32556	28294	32556	156	972	100	4418
0	0	0	24	3	1	"RIPR"	"1G3"	18450	28170	150	2044	2406	1037	43	1390	1390	1619	1557	96	15	6	0	375401	0.505	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	654	1016	654	1016	156	972	100	4419
0	0	0	24	4	1	"SPATR"	"1C5"	18680	28170	150	38185	39362	12000	30	1521	1521	1939	2537	130	100	100	1	6140547	14.751	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	36664	37841	36664	37841	156	972	100	4420
0	0	0	24	5	1	"MSP3"	"1E5"	18910	28170	150	32195	36382	12086	33	1750	1750	2110	2234	105	100	100	1	5675520	15.341	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	30445	34632	30445	34632	156	972	100	4421
0	0	0	24	6	1	"PF3D7_1136200"	"1A1"	19140	28170	150	13163	15651	7375	47	1803	1803	2127	2488	116	100	99	0	2441480	5.436	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11360	13848	11360	13848	156	972	100	4422
0	0	0	24	7	1	"PFSEA"	"1G1"	19370	28170	150	65535	60664	8466	13	2016	2016	4181	8915	213	100	99	53	9463558	6.336	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63519	58648	63519	58648	156	972	100	4423
0	0	0	24	8	1	"Landmark"	"1C3"	19600	28170	150	65535	65535	0	0	5194	5194	10876	16124	148	100	100	100	10223460	3.390	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	60341	60341	60341	60341	156	1072	100	4424
0	0	0	24	1	2	"SERA5"	"1E1"	17990	28400	150	12042	13557	6044	44	1336	1336	1723	1796	104	100	99	0	2114863	6.589	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10706	12221	10706	12221	156	854	100	4425
0	0	0	24	2	2	"MSP11"	"1A3"	18220	28400	150	30291	33078	12668	38	1366	1366	1743	1883	108	100	100	5	5160151	16.641	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	28925	31712	28925	31712	156	872	100	4426
0	0	0	24	3	2	"RIPR"	"1G3"	18450	28400	150	1928	2391	1259	52	1350	1350	1614	1795	111	13	6	0	372982	0.433	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	578	1041	578	1041	156	872	100	4427
0	0	0	24	4	2	"SPATR"	"1C5"	18680	28400	150	33123	35485	11335	31	1495	1495	2733	5508	201	100	99	0	5535699	5.946	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	31628	33990	31628	33990	156	872	100	4428
0	0	0	24	5	2	"MSP3"	"1E5"	18910	28400	150	31517	34259	11771	34	1703	1703	2321	3097	133	100	99	0	5344469	10.313	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	29814	32556	29814	32556	156	872	100	4429
0	0	0	24	6	2	"PF3D7_1136200"	"1A1"	19140	28400	150	12258	13245	4487	33	1752	1752	2425	3527	145	99	91	0	2066197	3.068	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10506	11493	10506	11493	156	872	100	4430
0	0	0	24	7	2	"PFSEA"	"1G1"	19370	28400	150	65535	61068	9460	15	2293	2293	5921	11134	188	99	98	58	9526553	4.953	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63242	58775	63242	58775	156	872	100	4431
0	0	0	24	8	2	"Landmark"	"1C3"	19600	28400	150	65535	65535	0	0	7273	7273	17142	20896	121	100	100	100	10223460	2.316	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	58262	58262	58262	58262	156	972	100	4432
0	0	0	24	1	3	"SERA5"	"1E1"	17990	28630	150	12539	14097	5773	40	1405	1405	1998	2426	121	100	100	0	2199123	4.987	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11134	12692	11134	12692	156	854	100	4433
0	0	0	24	2	3	"MSP11"	"1A3"	18220	28630	150	28279	31535	11603	36	1436	1436	1901	1728	90	100	100	2	4919495	17.149	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	26843	30099	26843	30099	156	872	100	4434
0	0	0	24	3	3	"RIPR"	"1G3"	18450	28630	150	3223	7415	12535	169	1496	1496	2335	3114	133	33	18	3	1156724	1.631	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1727	5919	1727	5919	156	872	100	4435
0	0	0	24	4	3	"SPATR"	"1C5"	18680	28630	150	38794	40376	12402	30	1732	1732	3773	7739	205	100	99	0	6298725	4.730	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	37062	38644	37062	38644	156	872	100	4436
0	0	0	24	5	3	"MSP3"	"1E5"	18910	28630	150	39762	41532	13598	32	1784	1784	3497	6619	189	100	99	8	6479031	5.746	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	37978	39748	37978	39748	156	872	100	4437
0	0	0	24	6	3	"PF3D7_1136200"	"1A1"	19140	28630	150	14738	19170	12133	63	1971	1971	2906	3307	113	100	97	0	2990532	4.918	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12767	17199	12767	17199	156	872	100	4438
0	0	0	24	7	3	"PFSEA"	"1G1"	19370	28630	150	65535	62706	5928	9	2116	2116	5781	11181	193	100	99	60	9782170	5.091	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63419	60590	63419	60590	156	872	100	4439
0	0	0	24	8	3	"Landmark"	"1C3"	19600	28630	150	65535	65535	0	0	7266	7266	20530	24260	118	100	100	100	10223460	1.855	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	58269	58269	58269	58269	156	972	100	4440
0	0	0	24	1	4	"AMA1"	"1E2"	17990	28860	150	48188	49993	12489	24	1493	1493	1942	1869	96	100	100	21	7798885	25.709	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	46695	48500	46695	48500	156	854	100	4441
0	0	0	24	2	4	"SERA9"	"1A4"	18220	28860	150	5559	6167	2724	44	1492	1492	2723	5654	207	25	3	0	962079	0.609	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4067	4675	4067	4675	156	872	100	4442
0	0	0	24	3	4	"MSP7"	"1G4"	18450	28860	150	65535	64674	4438	6	2324	2324	3342	5573	166	100	100	96	10089215	11.005	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63211	62350	63211	62350	156	872	100	4443
0	0	0	24	4	4	"PF10_0166"	"1C6"	18680	28860	150	40591	43891	13602	30	2118	2118	4007	8491	211	100	100	10	6846964	4.697	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	38473	41773	38473	41773	156	872	100	4444
0	0	0	24	5	4	"MSP10"	"1E6"	18910	28860	150	65535	63768	7281	11	2951	2951	6314	12487	197	99	99	92	9947792	4.601	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62584	60817	62584	60817	156	872	100	4445
0	0	0	24	6	4	"MSP5"	"1A2"	19140	28860	150	31496	34749	13814	39	2383	2383	3265	4470	136	100	100	6	5420780	7.043	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	29113	32366	29113	32366	156	872	100	4446
0	0	0	24	7	4	"MTRAP"	"1G2"	19370	28860	150	2359	2571	884	34	1737	1737	2912	5882	201	1	0	0	401049	-0.058	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	622	834	622	834	156	872	100	4447
0	0	0	24	8	4	"PF113"	"1C4"	19600	28860	150	48213	46866	16963	36	1708	1708	8573	17758	207	90	76	21	7311161	2.156	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	46505	45158	46505	45158	156	972	100	4448
0	0	0	24	1	5	"AMA1"	"1E2"	17990	29090	150	49719	48542	14748	30	1507	1507	1941	1901	97	100	99	15	7572521	24.514	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	48212	47035	48212	47035	156	854	100	4449
0	0	0	24	2	5	"SERA9"	"1A4"	18220	29090	150	6171	10302	11174	108	1488	1488	2748	7228	263	31	14	1	1607130	1.045	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4683	8814	4683	8814	156	872	100	4450
0	0	0	24	3	5	"MSP7"	"1G4"	18450	29090	150	65535	64123	6338	9	2288	2288	4063	8063	198	100	99	91	10003181	7.449	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63247	61835	63247	61835	156	872	100	4451
0	0	0	24	4	5	"PF10_0166"	"1C6"	18680	29090	150	39935	41295	14978	36	2131	2131	4395	9516	216	99	94	4	6441977	3.878	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	37804	39164	37804	39164	156	872	100	4452
0	0	0	24	5	5	"MSP10"	"1E6"	18910	29090	150	65535	61703	12951	20	2774	2774	8002	15704	196	96	93	89	9625735	3.420	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	62761	58929	62761	58929	156	872	100	4453
0	0	0	24	6	5	"MSP5"	"1A2"	19140	29090	150	28085	30737	12954	42	2153	2153	3052	4010	131	98	95	3	4794952	6.904	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	25932	28584	25932	28584	156	872	100	4454
0	0	0	24	7	5	"MTRAP"	"1G2"	19370	29090	150	2132	2293	527	22	1461	1461	2014	4406	218	0	0	0	357703	0.063	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	671	832	671	832	156	872	100	4455
0	0	0	24	8	5	"PF113"	"1C4"	19600	29090	150	44730	43923	19698	44	1460	1460	3961	10356	261	87	85	18	6851965	3.859	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	43270	42463	43270	42463	156	972	100	4456
0	0	0	24	1	6	"AMA1"	"1E2"	17990	29320	150	52679	51131	13284	25	1429	1429	1876	1922	102	100	100	21	7976388	25.627	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	51250	49702	51250	49702	156	854	100	4457
0	0	0	24	2	6	"SERA9"	"1A4"	18220	29320	150	6157	7308	5590	76	1411	1411	2455	5648	230	29	6	0	1139995	0.859	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4746	5897	4746	5897	156	872	100	4458
0	0	0	24	3	6	"MSP7"	"1G4"	18450	29320	150	65535	64225	5521	8	1498	1498	3821	8417	220	100	100	94	10019110	7.176	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	64037	62727	64037	62727	156	872	100	4459
0	0	0	24	4	6	"PF10_0166"	"1C6"	18680	29320	150	42027	43251	14034	32	1653	1653	3276	7408	226	100	99	2	6747144	5.396	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	40374	41598	40374	41598	156	872	100	4460
0	0	0	24	5	6	"MSP10"	"1E6"	18910	29320	150	65535	65016	3713	5	1764	1764	6505	14320	220	100	99	96	10142422	4.086	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	63771	63252	63771	63252	156	872	100	4461
0	0	0	24	6	6	"MSP5"	"1A2"	19140	29320	150	34673	36507	11127	30	1849	1849	3364	6047	179	100	100	1	5695091	5.481	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	32824	34658	32824	34658	156	872	100	4462
0	0	0	24	7	6	"MTRAP"	"1G2"	19370	29320	150	9265	10857	6648	61	1407	1407	2580	5727	221	69	34	0	1693615	1.445	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7858	9450	7858	9450	156	872	100	4463
0	0	0	24	8	6	"PF113"	"1C4"	19600	29320	150	52773	49563	15784	31	1462	1462	3297	8354	253	97	95	25	7731882	5.538	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	51311	48101	51311	48101	156	972	100	4464
0	0	0	24	1	7	"H101"	"1M1"	17990	29550	150	8651	10406	8308	79	1321	1321	1578	1477	93	98	94	1	1623357	5.977	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7330	9085	7330	9085	156	854	100	4465
0	0	0	24	2	7	"PF3D7-1431400"	"1I3"	18220	29550	150	9832	13287	11511	86	1272	1272	1407	679	48	100	99	1	2072792	17.496	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8560	12015	8560	12015	156	872	100	4466
0	0	0	24	3	7	"RHOPH3"	"1O3"	18450	29550	150	3619	4918	4088	83	1246	1246	1931	4797	248	21	5	0	767184	0.623	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2373	3672	2373	3672	156	872	100	4467
0	0	0	24	4	7	"MSRP3"	"1K5"	18680	29550	150	4260	5085	2831	55	1240	1240	1492	1301	87	92	61	0	793196	2.762	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3020	3845	3020	3845	156	872	100	4468
0	0	0	24	5	7	"PF13_0125"	"1M5"	18910	29550	150	3102	7187	9765	135	1257	1257	2959	8630	291	17	11	0	1121206	0.490	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1845	5930	1845	5930	156	872	100	4469
0	0	0	24	6	7	"RH5"	"1I1"	19140	29550	150	4818	7666	9270	120	1272	1272	2474	5701	230	29	9	1	1195913	0.911	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3546	6394	3546	6394	156	872	100	4470
0	0	0	24	7	7	"SERA4"	"1O1"	19370	29550	150	6949	8580	5252	61	1304	1304	2412	5692	235	49	15	0	1338441	1.084	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5645	7276	5645	7276	156	872	100	4471
0	0	0	24	8	7	"AARP"	"1K3"	19600	29550	150	1318	1317	57	4	1455	1455	1965	3462	176	0	0	0	205478	-0.187	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-137	-138	-137	-138	156	972	100	4472
0	0	0	24	1	8	"H101"	"1M1"	17990	29780	150	8000	8526	3799	44	1295	1295	1454	963	66	98	95	0	1330099	7.344	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6705	7231	6705	7231	156	854	100	4473
0	0	0	24	2	8	"PF3D7-1431400"	"1I3"	18220	29780	150	9198	11075	8793	79	1256	1256	1401	717	51	99	98	1	1727738	13.492	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7942	9819	7942	9819	156	872	100	4474
0	0	0	24	3	8	"RHOPH3"	"1O3"	18450	29780	150	3451	4281	3355	78	1245	1245	1381	828	59	90	67	0	667805	3.502	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	2206	3036	2206	3036	156	872	100	4475
0	0	0	24	4	8	"MSRP3"	"1K5"	18680	29780	150	4749	6534	6348	97	1257	1257	1402	859	61	93	82	0	1019234	5.974	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3492	5277	3492	5277	156	872	100	4476
0	0	0	24	5	8	"PF13_0125"	"1M5"	18910	29780	150	3148	6107	9146	149	1261	1261	1318	313	23	97	81	0	952700	15.300	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	1887	4846	1887	4846	156	872	100	4477
0	0	0	24	6	8	"RH5"	"1I1"	19140	29780	150	5360	5896	4003	67	1281	1281	1532	2295	149	76	41	0	919798	1.902	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4079	4615	4079	4615	156	872	100	4478
0	0	0	24	7	8	"SERA4"	"1O1"	19370	29780	150	7286	8182	4791	58	1335	1335	1454	608	41	99	97	0	1276363	11.066	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5951	6847	5951	6847	156	872	100	4479
0	0	0	24	8	8	"AARP"	"1K3"	19600	29780	150	1524	1762	1354	76	1629	1629	1645	538	32	6	5	0	274939	0.217	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	-105	133	-105	133	156	972	100	4480
0	0	0	24	1	9	"H101"	"1M1"	17990	30010	150	8246	8565	3637	42	1284	1284	1433	899	62	99	96	0	1336085	7.933	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6962	7281	6962	7281	156	854	100	4481
0	0	0	24	2	9	"PF3D7-1431400"	"1I3"	18220	30010	150	11956	15191	11617	76	1253	1253	1340	498	37	100	100	1	2369722	27.813	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10703	13938	10703	13938	156	872	100	4482
0	0	0	24	3	9	"RHOPH3"	"1O3"	18450	30010	150	4566	5998	4861	81	1256	1256	1330	555	41	95	92	0	935729	8.411	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3310	4742	3310	4742	156	872	100	4483
0	0	0	24	4	9	"MSRP3"	"1K5"	18680	30010	150	4519	6158	5764	93	1296	1296	1442	744	51	96	90	0	960630	6.339	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	3223	4862	3223	4862	156	872	100	4484
0	0	0	24	5	9	"PF13_0125"	"1M5"	18910	30010	150	1922	2443	1573	64	1324	1324	1436	563	39	54	27	0	381047	1.789	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	598	1119	598	1119	156	872	100	4485
0	0	0	24	6	9	"RH5"	"1I1"	19140	30010	150	7572	13279	15186	114	1354	1354	1446	482	33	100	100	1	2071568	24.550	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6218	11925	6218	11925	156	872	100	4486
0	0	0	24	7	9	"SERA4"	"1O1"	19370	30010	150	10215	15029	12671	84	1521	1521	1582	510	32	100	100	1	2344595	26.367	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8694	13508	8694	13508	156	872	100	4487
0	0	0	24	8	9	"AARP"	"1K3"	19600	30010	150	1889	1980	754	38	1752	1752	1920	1776	92	1	1	0	308896	0.034	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	137	228	137	228	156	972	100	4488
0	0	0	24	1	10	"RH1"	"1M2"	17990	30240	150	10568	11015	6114	55	1288	1288	1382	831	60	94	92	0	1718341	11.592	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9280	9727	9280	9727	156	854	100	4489
0	0	0	24	2	10	"MSP3.5"	"1I4"	18220	30240	150	15600	16472	8510	51	1262	1262	1324	325	24	100	99	0	2569607	46.609	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	14338	15210	14338	15210	156	872	100	4490
0	0	0	24	3	10	"PFA0210c"	"1O4"	18450	30240	150	10958	11456	6621	57	1264	1264	1329	379	28	96	94	0	1787211	26.720	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9694	10192	9694	10192	156	872	100	4491
0	0	0	24	4	10	"P38"	"1K6"	18680	30240	150	6499	10520	12924	122	1294	1294	1413	678	47	89	86	2	1641065	13.432	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5205	9226	5205	9226	156	872	100	4492
0	0	0	24	5	10	"CLAG 3.2"	"1M6"	18910	30240	150	7387	7817	4448	56	1361	1361	1491	776	52	92	85	0	1219516	8.152	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6026	6456	6026	6456	156	872	100	4493
0	0	0	24	6	10	"RH2b"	"1I2"	19140	30240	150	5787	8316	8939	107	1495	1495	1569	589	37	93	90	0	1297218	11.455	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4292	6821	4292	6821	156	872	100	4494
0	0	0	24	7	10	"PFA 0445W"	"1O2"	19370	30240	150	13359	14696	9015	61	1712	1712	1738	405	23	100	99	0	2292539	31.995	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11647	12984	11647	12984	156	872	100	4495
0	0	0	24	8	10	"PF3D7_1343700 (KELCH)"	"1K4"	19600	30240	150	2424	4140	6848	165	1855	1855	1865	229	12	87	65	1	645764	9.934	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	569	2285	569	2285	156	972	100	4496
0	0	0	24	1	11	"RH1"	"1M2"	17990	30470	150	10635	11020	6696	60	1360	1360	1409	370	26	96	92	0	1719194	25.976	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	9275	9660	9275	9660	156	854	100	4497
0	0	0	24	2	11	"MSP3.5"	"1I4"	18220	30470	150	15934	17629	11106	62	1300	1300	1416	785	55	99	98	0	2750190	20.654	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	14634	16329	14634	16329	156	872	100	4498
0	0	0	24	3	11	"PFA0210c"	"1O4"	18450	30470	150	11338	11144	5017	45	1300	1300	1425	786	55	94	89	0	1738426	12.365	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10038	9844	10038	9844	156	872	100	4499
0	0	0	24	4	11	"P38"	"1K6"	18680	30470	150	6466	7803	6324	81	1346	1346	1421	390	27	88	85	0	1217304	16.364	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5120	6457	5120	6457	156	872	100	4500
0	0	0	24	5	11	"CLAG 3.2"	"1M6"	18910	30470	150	7921	8890	6608	74	1481	1481	1602	788	49	87	85	0	1386871	9.249	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6440	7409	6440	7409	156	872	100	4501
0	0	0	24	6	11	"RH2b"	"1I2"	19140	30470	150	6180	8193	8639	105	1626	1626	1686	520	30	90	87	0	1278049	12.513	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	4554	6567	4554	6567	156	872	100	4502
0	0	0	24	7	11	"PFA 0445W"	"1O2"	19370	30470	150	14005	14209	7015	49	1799	1799	1850	374	20	99	97	0	2216560	33.045	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	12206	12410	12206	12410	156	872	100	4503
0	0	0	24	8	11	"PF3D7_1343700 (KELCH)"	"1K4"	19600	30470	150	2318	2409	551	22	1917	1917	2011	1085	53	6	3	0	375844	0.367	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	401	492	401	492	156	972	100	4504
0	0	0	24	1	12	"RH1"	"1M2"	17990	30700	150	12031	12153	4366	35	1484	1484	1537	505	32	100	100	0	1895850	21.022	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	10547	10669	10547	10669	156	854	100	4505
0	0	0	24	2	12	"MSP3.5"	"1I4"	18220	30700	150	15508	16879	7265	43	1464	1464	1531	565	36	100	99	0	2633106	27.165	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	14044	15415	14044	15415	156	872	100	4506
0	0	0	24	3	12	"PFA0210c"	"1O4"	18450	30700	150	12985	14106	8384	59	1465	1465	1712	2272	132	91	89	0	2200534	5.455	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	11520	12641	11520	12641	156	872	100	4507
0	0	0	24	4	12	"P38"	"1K6"	18680	30700	150	8492	8404	5465	65	1513	1513	1749	2234	127	77	73	0	1311074	2.979	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	6979	6891	6979	6891	156	872	100	4508
0	0	0	24	5	12	"CLAG 3.2"	"1M6"	18910	30700	150	10084	10204	4005	39	1611	1611	1707	686	40	99	97	0	1591827	12.386	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	8473	8593	8473	8593	156	872	100	4509
0	0	0	24	6	12	"RH2b"	"1I2"	19140	30700	150	7129	10845	11253	103	1736	1736	1788	342	19	99	98	1	1691772	26.482	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	5393	9109	5393	9109	156	872	100	4510
0	0	0	24	7	12	"PFA 0445W"	"1O2"	19370	30700	150	16354	18120	10583	58	1853	1853	1930	482	24	99	98	1	2826760	33.589	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	14501	16267	14501	16267	156	872	100	4511
0	0	0	24	8	12	"PF3D7_1343700 (KELCH)"	"1K4"	19600	30700	150	2444	4087	7374	180	1921	1921	2081	1273	61	17	9	0	637614	1.576	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	523	2166	523	2166	156	972	100	4512
0	0	0	24	1	13	"PF3D7_1401600 (PHISTB)"	"1E7"	17990	30930	150	18116	17041	8286	48	1526	1526	1576	410	26	94	92	0	2658467	37.720	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	16590	15515	16590	15515	156	854	100	4513
0	0	0	24	2	13	"PF3D7-1137300"	"1A9"	18220	30930	150	9484	9338	4925	52	1563	1563	1616	423	26	95	91	0	1456792	18.255	100000.000	100000.000	0.000	0.000	0.000	0.000	0.000	16.610	7921	7775	7921	7775	156	872	100	4514
